,R_hat
"eta[76,22]",0.999985
"y_rep[142,10]",0.999985
"y_rep[42,20]",0.999985
"eta[86,20]",0.999985
"y_rep[110,4]",0.999984
"y_rep[25,13]",0.999984
"eta[5,14]",0.999984
"prob_correct[5,14]",0.999984
"prob_correct[17,21]",0.999984
"eta[78,1]",0.999984
"y_rep[60,18]",0.999984
"y_rep[97,8]",0.999984
"y_rep[39,6]",0.999984
"y_rep[128,2]",0.999984
"y_rep[191,25]",0.999984
"prob_correct[78,1]",0.999984
"y_rep[180,3]",0.999984
"y_rep[84,7]",0.999984
"y_rep[152,14]",0.999984
"y_rep[58,12]",0.999984
"eta[17,21]",0.999984
"y_rep[175,7]",0.999984
"y_rep[90,16]",0.999983
"eta[190,16]",0.999983
"eta[44,3]",0.999983
"eta[161,19]",0.999983
"prob_correct[12,25]",0.999983
"eta[176,28]",0.999983
"y_rep[161,2]",0.999983
"eta[147,24]",0.999983
"prob_correct[108,17]",0.999983
"y_rep[129,27]",0.999983
"eta[67,18]",0.999983
"eta[108,17]",0.999983
"y_rep[176,16]",0.999983
"prob_correct[102,3]",0.999983
"prob_correct[147,24]",0.999983
"prob_correct[67,18]",0.999983
"prob_correct[176,28]",0.999983
"prob_correct[41,23]",0.999983
"eta[117,23]",0.999983
"prob_correct[44,3]",0.999983
"prob_correct[190,16]",0.999983
"eta[41,23]",0.999983
"eta[12,25]",0.999983
"eta[102,3]",0.999983
"prob_correct[161,19]",0.999983
"prob_correct[117,23]",0.999983
"eta[115,4]",0.999982
"y_rep[190,12]",0.999982
"eta[109,19]",0.999982
"y_rep[98,14]",0.999982
"eta[57,28]",0.999982
"y_rep[139,13]",0.999982
"prob_correct[144,25]",0.999982
"y_rep[48,8]",0.999982
"eta[25,17]",0.999982
"eta[183,28]",0.999982
"eta[174,17]",0.999982
"prob_correct[183,28]",0.999982
"prob_correct[71,28]",0.999982
"prob_correct[25,17]",0.999982
"eta[144,25]",0.999982
"y_rep[21,8]",0.999982
"prob_correct[115,4]",0.999982
"prob_correct[174,17]",0.999982
"eta[71,28]",0.999982
"prob_correct[109,19]",0.999982
"prob_correct[57,28]",0.999982
"y_rep[200,7]",0.999982
"y_rep[51,14]",0.999982
"prob_correct[176,1]",0.999981
"prob_correct[188,28]",0.999981
"y_rep[155,11]",0.999981
"y_rep[139,20]",0.999981
"eta[176,1]",0.999981
"eta[53,18]",0.999981
"eta[51,1]",0.999981
"eta[83,15]",0.999981
"y_rep[49,8]",0.999981
"y_rep[114,22]",0.999981
"y_rep[50,2]",0.999981
"prob_correct[53,18]",0.999981
"prob_correct[51,1]",0.999981
"prob_correct[83,15]",0.999981
"y_rep[102,7]",0.999981
"eta[188,28]",0.999981
"eta[78,19]",0.99998
"eta[52,28]",0.99998
"prob_correct[177,27]",0.99998
"prob_correct[115,2]",0.99998
"eta[177,27]",0.99998
"eta[115,2]",0.99998
"y_rep[82,15]",0.99998
"y_rep[193,14]",0.99998
"prob_correct[25,27]",0.99998
"prob_correct[78,19]",0.99998
"y_rep[28,22]",0.99998
"y_rep[187,16]",0.99998
"y_rep[183,25]",0.99998
"eta[31,4]",0.99998
"prob_correct[92,6]",0.99998
"prob_correct[31,4]",0.99998
"y_rep[173,2]",0.99998
"y_rep[116,7]",0.99998
"y_rep[173,9]",0.99998
"y_rep[92,20]",0.99998
"y_rep[148,25]",0.99998
"prob_correct[52,28]",0.99998
"eta[25,27]",0.99998
"prob_correct[85,19]",0.99998
"y_rep[196,14]",0.99998
"eta[92,6]",0.99998
"y_rep[86,3]",0.99998
"eta[85,19]",0.99998
"prob_correct[63,21]",0.999979
"prob_correct[194,3]",0.999979
"prob_correct[69,28]",0.999979
"y_rep[26,12]",0.999979
"eta[122,22]",0.999979
"eta[139,11]",0.999979
"prob_correct[88,6]",0.999979
"prob_correct[139,11]",0.999979
"y_rep[147,2]",0.999979
"prob_correct[137,9]",0.999979
"prob_correct[190,2]",0.999979
"y_rep[156,12]",0.999979
"eta[88,6]",0.999979
"eta[63,21]",0.999979
"prob_correct[122,22]",0.999979
"prob_correct[166,24]",0.999979
"y_rep[35,22]",0.999979
"eta[69,28]",0.999979
"eta[137,9]",0.999979
"y_rep[100,23]",0.999979
"eta[166,24]",0.999979
"y_rep[200,16]",0.999979
"eta[190,2]",0.999979
"y_rep[11,25]",0.999979
"eta[194,3]",0.999979
"y_rep[67,20]",0.999979
"prob_correct[118,1]",0.999978
"eta[7,19]",0.999978
"y_rep[184,20]",0.999978
"prob_correct[7,19]",0.999978
"eta[85,25]",0.999978
"eta[118,1]",0.999978
"y_rep[76,7]",0.999978
"y_rep[27,4]",0.999978
"prob_correct[185,2]",0.999978
"y_rep[132,19]",0.999978
"eta[76,28]",0.999978
"y_rep[125,23]",0.999978
"y_rep[80,20]",0.999978
"eta[41,3]",0.999978
"y_rep[97,25]",0.999978
"eta[93,27]",0.999978
"eta[140,1]",0.999978
"eta[106,28]",0.999978
"y_rep[17,7]",0.999978
"prob_correct[140,1]",0.999978
"prob_correct[85,25]",0.999978
"eta[185,2]",0.999978
"prob_correct[144,2]",0.999978
"prob_correct[106,28]",0.999978
"prob_correct[76,28]",0.999978
"y_rep[24,23]",0.999978
"prob_correct[41,3]",0.999978
"prob_correct[93,27]",0.999978
"eta[144,2]",0.999978
"prob_correct[166,18]",0.999977
"eta[94,21]",0.999977
"eta[5,19]",0.999977
"y_rep[84,10]",0.999977
"y_rep[71,20]",0.999977
"eta[166,18]",0.999977
"y_rep[70,27]",0.999977
"y_rep[35,3]",0.999977
"prob_correct[174,14]",0.999977
"y_rep[134,3]",0.999977
"eta[32,21]",0.999977
"y_rep[153,4]",0.999977
"y_rep[190,19]",0.999977
"prob_correct[32,21]",0.999977
"prob_correct[5,19]",0.999977
"prob_correct[94,21]",0.999977
"eta[174,14]",0.999977
"y_rep[133,9]",0.999977
"y_rep[33,16]",0.999977
"y_rep[34,28]",0.999977
"prob_correct[10,15]",0.999976
"y_rep[149,11]",0.999976
"eta[44,4]",0.999976
"eta[186,19]",0.999976
"eta[10,15]",0.999976
"y_rep[162,19]",0.999976
"y_rep[90,13]",0.999976
"y_rep[72,18]",0.999976
"y_rep[4,1]",0.999976
"prob_correct[30,3]",0.999976
"prob_correct[180,23]",0.999976
"y_rep[82,19]",0.999976
"eta[30,3]",0.999976
"prob_correct[44,4]",0.999976
"eta[102,1]",0.999976
"eta[168,2]",0.999976
"prob_correct[18,4]",0.999976
"prob_correct[186,19]",0.999976
"prob_correct[168,2]",0.999976
"y_rep[33,7]",0.999976
"prob_correct[102,1]",0.999976
"y_rep[134,16]",0.999976
"eta[18,4]",0.999976
"eta[180,23]",0.999976
"prob_correct[31,1]",0.999975
"y_rep[118,8]",0.999975
"eta[31,1]",0.999975
"y_rep[194,16]",0.999975
"eta[116,1]",0.999975
"y_rep[36,24]",0.999975
"y_rep[28,13]",0.999975
"eta[35,6]",0.999975
"prob_correct[116,1]",0.999975
"eta[105,3]",0.999975
"eta[102,22]",0.999975
"prob_correct[35,6]",0.999975
"prob_correct[105,3]",0.999975
"prob_correct[102,22]",0.999975
"prob_correct[192,17]",0.999974
"prob_correct[31,15]",0.999974
"prob_correct[156,10]",0.999974
"y_rep[193,8]",0.999974
"y_rep[20,1]",0.999974
"eta[151,28]",0.999974
"y_rep[25,1]",0.999974
"eta[156,10]",0.999974
"eta[192,17]",0.999974
"y_rep[104,4]",0.999974
"y_rep[59,14]",0.999974
"y_rep[60,4]",0.999974
"y_rep[93,27]",0.999974
"y_rep[52,13]",0.999974
"y_rep[90,15]",0.999974
"eta[31,15]",0.999974
"y_rep[43,21]",0.999974
"y_rep[177,5]",0.999974
"eta[22,2]",0.999974
"prob_correct[151,28]",0.999974
"prob_correct[22,2]",0.999974
"y_rep[78,10]",0.999974
"prob_correct[111,17]",0.999973
"y_rep[118,21]",0.999973
"prob_correct[121,13]",0.999973
"prob_correct[116,25]",0.999973
"prob_correct[41,1]",0.999973
"y_rep[56,4]",0.999973
"prob_correct[39,10]",0.999973
"y_rep[105,22]",0.999973
"y_rep[196,25]",0.999973
"prob_correct[186,2]",0.999973
"eta[111,17]",0.999973
"y_rep[72,3]",0.999973
"eta[116,25]",0.999973
"eta[121,13]",0.999973
"eta[175,10]",0.999973
"prob_correct[45,28]",0.999973
"prob_correct[175,10]",0.999973
"eta[179,27]",0.999973
"eta[39,10]",0.999973
"eta[41,1]",0.999973
"eta[186,2]",0.999973
"prob_correct[179,27]",0.999973
"eta[45,28]",0.999973
"y_rep[162,20]",0.999973
"y_rep[36,5]",0.999972
"y_rep[139,6]",0.999972
"prob_correct[127,22]",0.999972
"y_rep[109,21]",0.999972
"eta[33,3]",0.999972
"y_rep[136,12]",0.999972
"y_rep[110,25]",0.999972
"y_rep[181,4]",0.999972
"prob_correct[176,26]",0.999972
"prob_correct[48,21]",0.999972
"y_rep[103,10]",0.999972
"y_rep[117,26]",0.999972
"eta[48,21]",0.999972
"y_rep[164,7]",0.999972
"y_rep[90,11]",0.999972
"eta[176,26]",0.999972
"prob_correct[33,3]",0.999972
"eta[127,22]",0.999972
"prob_correct[193,15]",0.999972
"eta[193,15]",0.999972
"y_rep[59,16]",0.999971
"prob_correct[19,6]",0.999971
"prob_correct[71,1]",0.999971
"prob_correct[146,25]",0.999971
"y_rep[183,24]",0.999971
"prob_correct[151,22]",0.999971
"y_rep[3,12]",0.999971
"prob_correct[7,2]",0.999971
"eta[19,6]",0.999971
"eta[146,25]",0.999971
"eta[94,4]",0.999971
"y_rep[185,5]",0.999971
"y_rep[29,2]",0.999971
"eta[7,2]",0.999971
"y_rep[142,13]",0.999971
"eta[71,1]",0.999971
"prob_correct[94,4]",0.999971
"eta[151,22]",0.999971
"y_rep[112,15]",0.999971
"y_rep[53,16]",0.999971
"y_rep[149,24]",0.99997
"y_rep[155,13]",0.99997
"y_rep[74,23]",0.99997
"eta[147,22]",0.99997
"y_rep[135,9]",0.99997
"y_rep[140,20]",0.99997
"prob_correct[20,19]",0.99997
"eta[20,19]",0.99997
"eta[123,1]",0.99997
"y_rep[186,12]",0.99997
"prob_correct[147,22]",0.99997
"prob_correct[123,1]",0.99997
"y_rep[188,17]",0.99997
"y_rep[185,16]",0.999969
theta[153],0.999969
"y_rep[84,6]",0.999969
"prob_correct[12,21]",0.999969
"prob_correct[3,28]",0.999969
"y_rep[70,22]",0.999969
"y_rep[90,22]",0.999969
"eta[12,21]",0.999969
"y_rep[41,18]",0.999969
"eta[176,4]",0.999969
"eta[51,21]",0.999969
"y_rep[199,10]",0.999969
"eta[3,28]",0.999969
"prob_correct[51,21]",0.999969
"prob_correct[176,4]",0.999969
"y_rep[147,23]",0.999969
"prob_correct[195,6]",0.999969
"eta[195,6]",0.999969
"eta[51,25]",0.999968
"y_rep[180,14]",0.999968
"prob_correct[51,25]",0.999968
"prob_correct[131,4]",0.999968
"eta[48,28]",0.999968
"eta[26,4]",0.999968
"prob_correct[48,28]",0.999968
"prob_correct[181,18]",0.999968
"eta[81,17]",0.999968
"eta[131,4]",0.999968
"prob_correct[138,3]",0.999968
"eta[181,18]",0.999968
"eta[138,3]",0.999968
"prob_correct[140,6]",0.999968
"y_rep[42,15]",0.999968
"eta[140,6]",0.999968
"prob_correct[26,4]",0.999968
"y_rep[93,18]",0.999968
"eta[135,25]",0.999968
"prob_correct[135,25]",0.999968
"prob_correct[81,17]",0.999968
"y_rep[19,6]",0.999968
"y_rep[12,7]",0.999968
"eta[113,4]",0.999967
"eta[186,9]",0.999967
"y_rep[153,8]",0.999967
"eta[13,2]",0.999967
"eta[182,19]",0.999967
"eta[47,28]",0.999967
"y_rep[24,25]",0.999967
"y_rep[63,6]",0.999967
"prob_correct[186,9]",0.999967
"y_rep[111,14]",0.999967
"prob_correct[13,2]",0.999967
"eta[180,17]",0.999967
"eta[23,1]",0.999967
"prob_correct[182,19]",0.999967
"prob_correct[8,18]",0.999967
"eta[110,21]",0.999967
"eta[8,18]",0.999967
"y_rep[142,1]",0.999967
"y_rep[137,10]",0.999967
"prob_correct[23,1]",0.999967
"prob_correct[180,17]",0.999967
"eta[79,1]",0.999967
"y_rep[16,18]",0.999967
"y_rep[126,25]",0.999967
"y_rep[160,3]",0.999967
"prob_correct[79,1]",0.999967
"prob_correct[47,28]",0.999967
"prob_correct[110,21]",0.999967
"prob_correct[113,4]",0.999967
"y_rep[167,12]",0.999967
"y_rep[165,19]",0.999966
"prob_correct[165,15]",0.999966
"y_rep[44,13]",0.999966
"eta[103,9]",0.999966
"eta[151,19]",0.999966
"prob_correct[151,19]",0.999966
"y_rep[88,23]",0.999966
"eta[83,23]",0.999966
"prob_correct[105,6]",0.999966
"eta[105,6]",0.999966
"y_rep[67,17]",0.999966
"prob_correct[83,23]",0.999966
"y_rep[141,6]",0.999966
"y_rep[23,22]",0.999966
"y_rep[181,13]",0.999966
"eta[88,24]",0.999966
"eta[165,15]",0.999966
"prob_correct[87,18]",0.999966
"prob_correct[41,21]",0.999966
"prob_correct[103,9]",0.999966
"prob_correct[88,24]",0.999966
"y_rep[66,2]",0.999966
"y_rep[151,19]",0.999966
"eta[87,18]",0.999966
"eta[41,21]",0.999966
"eta[141,25]",0.999965
"eta[11,2]",0.999965
"eta[142,9]",0.999965
"prob_correct[11,2]",0.999965
"y_rep[146,15]",0.999965
"y_rep[111,17]",0.999965
b[19],0.999965
"prob_correct[89,25]",0.999965
"y_rep[81,4]",0.999965
"y_rep[179,13]",0.999965
"y_rep[90,4]",0.999965
"eta[184,2]",0.999965
"y_rep[97,27]",0.999965
"y_rep[155,5]",0.999965
"prob_correct[184,2]",0.999965
"y_rep[71,3]",0.999965
"y_rep[85,13]",0.999965
"prob_correct[141,25]",0.999965
"prob_correct[142,9]",0.999965
"eta[89,25]",0.999965
"y_rep[130,3]",0.999964
"prob_correct[184,28]",0.999964
"eta[95,19]",0.999964
"eta[184,28]",0.999964
"eta[98,18]",0.999964
"y_rep[123,9]",0.999964
"prob_correct[95,19]",0.999964
"eta[185,24]",0.999964
"prob_correct[93,1]",0.999964
"prob_correct[90,4]",0.999964
"y_rep[188,4]",0.999964
"y_rep[190,7]",0.999964
"y_rep[70,14]",0.999964
"eta[90,4]",0.999964
"prob_correct[185,24]",0.999964
"prob_correct[128,4]",0.999964
"eta[128,4]",0.999964
"y_rep[17,8]",0.999964
"prob_correct[98,18]",0.999964
"y_rep[116,25]",0.999964
"eta[93,1]",0.999964
"y_rep[101,1]",0.999963
"y_rep[62,17]",0.999963
"y_rep[147,28]",0.999963
"y_rep[11,5]",0.999963
"eta[63,19]",0.999963
"y_rep[47,4]",0.999963
"y_rep[109,11]",0.999963
"prob_correct[63,19]",0.999963
"eta[137,17]",0.999962
"y_rep[94,3]",0.999962
"prob_correct[164,11]",0.999962
"y_rep[115,13]",0.999962
"eta[104,28]",0.999962
"eta[178,23]",0.999962
"eta[199,24]",0.999962
"prob_correct[196,4]",0.999962
"prob_correct[148,25]",0.999962
"y_rep[97,10]",0.999962
"eta[164,11]",0.999962
"eta[3,20]",0.999962
"y_rep[94,15]",0.999962
"eta[148,25]",0.999962
"prob_correct[178,23]",0.999962
"y_rep[182,20]",0.999962
"prob_correct[138,9]",0.999962
"y_rep[140,16]",0.999962
"prob_correct[3,20]",0.999962
"y_rep[180,15]",0.999962
"prob_correct[159,9]",0.999962
"y_rep[76,12]",0.999962
"prob_correct[104,28]",0.999962
"prob_correct[137,17]",0.999962
"eta[159,9]",0.999962
"prob_correct[199,24]",0.999962
"eta[196,4]",0.999962
"y_rep[81,1]",0.999962
"eta[138,9]",0.999962
"prob_correct[184,4]",0.999961
"y_rep[107,23]",0.999961
"y_rep[171,5]",0.999961
"y_rep[194,25]",0.999961
"eta[143,28]",0.999961
"eta[184,4]",0.999961
"eta[37,24]",0.999961
"y_rep[99,20]",0.999961
"prob_correct[171,26]",0.999961
"eta[156,1]",0.999961
"eta[193,25]",0.999961
"prob_correct[118,22]",0.999961
"y_rep[1,4]",0.999961
"eta[171,26]",0.999961
"eta[118,22]",0.999961
"prob_correct[37,24]",0.999961
"prob_correct[143,28]",0.999961
"prob_correct[193,25]",0.999961
"prob_correct[156,1]",0.999961
"y_rep[52,9]",0.99996
"prob_correct[164,25]",0.99996
"prob_correct[180,10]",0.99996
"y_rep[197,8]",0.99996
"y_rep[120,7]",0.99996
"prob_correct[54,25]",0.99996
"prob_correct[98,19]",0.99996
"eta[54,25]",0.99996
"prob_correct[26,9]",0.99996
"eta[180,10]",0.99996
"eta[70,22]",0.99996
"y_rep[144,26]",0.99996
"eta[21,20]",0.99996
"y_rep[164,28]",0.99996
"prob_correct[70,22]",0.99996
"y_rep[32,1]",0.99996
"y_rep[150,3]",0.99996
"eta[26,9]",0.99996
"prob_correct[101,3]",0.99996
"y_rep[184,8]",0.99996
"y_rep[48,28]",0.99996
"prob_correct[21,20]",0.99996
"eta[164,25]",0.99996
"eta[98,19]",0.99996
"eta[101,3]",0.99996
"y_rep[183,6]",0.99996
"eta[59,9]",0.999959
"eta[140,18]",0.999959
"y_rep[151,1]",0.999959
"prob_correct[59,9]",0.999959
"prob_correct[62,24]",0.999959
"prob_correct[94,24]",0.999959
"prob_correct[140,18]",0.999959
"y_rep[69,5]",0.999959
"prob_correct[198,21]",0.999959
"prob_correct[83,17]",0.999959
"prob_correct[35,25]",0.999959
"eta[83,17]",0.999959
"eta[94,24]",0.999959
"eta[35,25]",0.999959
"prob_correct[195,1]",0.999959
"eta[198,21]",0.999959
"eta[62,24]",0.999959
"y_rep[33,28]",0.999959
"y_rep[150,21]",0.999959
"eta[195,1]",0.999959
"eta[171,1]",0.999958
"prob_correct[79,17]",0.999958
"prob_correct[95,12]",0.999958
"eta[200,3]",0.999958
"prob_correct[154,17]",0.999958
"eta[154,17]",0.999958
"eta[82,22]",0.999958
"eta[79,17]",0.999958
"y_rep[98,4]",0.999958
"y_rep[159,7]",0.999958
"prob_correct[127,4]",0.999958
"prob_correct[133,20]",0.999958
"eta[127,4]",0.999958
"y_rep[45,16]",0.999958
"eta[133,20]",0.999958
"prob_correct[200,3]",0.999958
"eta[95,12]",0.999958
"prob_correct[82,22]",0.999958
"prob_correct[171,1]",0.999958
"eta[100,21]",0.999957
"eta[43,15]",0.999957
"eta[37,25]",0.999957
"eta[32,3]",0.999957
"y_rep[84,18]",0.999957
"prob_correct[32,3]",0.999957
"y_rep[9,10]",0.999957
"eta[105,22]",0.999957
"prob_correct[105,22]",0.999957
"y_rep[128,11]",0.999957
"prob_correct[100,21]",0.999957
"prob_correct[37,25]",0.999957
"y_rep[155,14]",0.999957
"y_rep[113,21]",0.999957
"prob_correct[43,15]",0.999957
"y_rep[187,20]",0.999956
"prob_correct[118,19]",0.999956
"eta[109,6]",0.999956
"y_rep[145,17]",0.999956
"eta[118,19]",0.999956
"prob_correct[117,19]",0.999956
"prob_correct[198,19]",0.999956
"eta[117,19]",0.999956
"prob_correct[199,22]",0.999956
"prob_correct[170,21]",0.999956
"prob_correct[163,10]",0.999956
"prob_correct[109,6]",0.999956
"eta[199,22]",0.999956
"eta[163,10]",0.999956
"eta[198,19]",0.999956
"y_rep[11,4]",0.999956
theta[57],0.999956
"prob_correct[179,1]",0.999956
"eta[170,21]",0.999956
"eta[179,1]",0.999956
"eta[115,6]",0.999956
"prob_correct[115,6]",0.999956
"y_rep[194,26]",0.999956
"y_rep[87,28]",0.999956
"y_rep[1,3]",0.999956
"y_rep[11,26]",0.999956
"y_rep[149,1]",0.999956
"y_rep[93,8]",0.999955
"y_rep[67,5]",0.999955
"prob_correct[20,24]",0.999955
"prob_correct[73,21]",0.999955
"prob_correct[147,21]",0.999955
"prob_correct[84,28]",0.999955
"y_rep[129,4]",0.999955
"eta[23,27]",0.999955
"prob_correct[23,27]",0.999955
"eta[147,21]",0.999955
"y_rep[185,2]",0.999955
"y_rep[192,27]",0.999955
"eta[84,28]",0.999955
"y_rep[80,26]",0.999955
"eta[20,24]",0.999955
"eta[73,21]",0.999955
"y_rep[145,23]",0.999955
"prob_correct[152,4]",0.999954
"y_rep[76,20]",0.999954
"prob_correct[87,19]",0.999954
"y_rep[96,13]",0.999954
"y_rep[118,1]",0.999954
"y_rep[126,24]",0.999954
"eta[28,4]",0.999954
"eta[140,19]",0.999954
"eta[147,3]",0.999954
"eta[87,19]",0.999954
"eta[90,21]",0.999954
"prob_correct[147,3]",0.999954
"eta[152,4]",0.999954
"prob_correct[90,21]",0.999954
"prob_correct[28,4]",0.999954
"y_rep[98,20]",0.999954
"prob_correct[140,19]",0.999954
"eta[173,15]",0.999953
"y_rep[48,23]",0.999953
"prob_correct[80,28]",0.999953
"eta[167,28]",0.999953
"y_rep[171,16]",0.999953
"eta[80,28]",0.999953
"y_rep[55,15]",0.999953
"y_rep[133,6]",0.999953
"y_rep[181,6]",0.999953
"prob_correct[173,15]",0.999953
"prob_correct[167,28]",0.999953
"y_rep[22,17]",0.999953
"y_rep[132,15]",0.999953
"y_rep[37,3]",0.999953
"prob_correct[92,16]",0.999952
"eta[197,19]",0.999952
"y_rep[115,25]",0.999952
"eta[150,15]",0.999952
"prob_correct[181,15]",0.999952
"eta[92,16]",0.999952
"prob_correct[150,15]",0.999952
"y_rep[2,3]",0.999952
"prob_correct[125,12]",0.999952
"y_rep[16,3]",0.999952
"y_rep[125,12]",0.999952
"prob_correct[197,19]",0.999952
"y_rep[61,2]",0.999952
"prob_correct[157,9]",0.999952
"y_rep[66,20]",0.999952
"eta[157,9]",0.999952
"y_rep[75,27]",0.999952
"y_rep[119,1]",0.999952
"y_rep[93,13]",0.999952
"prob_correct[94,27]",0.999952
"eta[181,15]",0.999952
"y_rep[194,1]",0.999952
"eta[125,12]",0.999952
"eta[94,27]",0.999952
"y_rep[193,10]",0.999951
"eta[124,3]",0.999951
"eta[99,1]",0.999951
"y_rep[157,10]",0.999951
"eta[173,9]",0.999951
"y_rep[105,27]",0.999951
"y_rep[130,19]",0.999951
"prob_correct[170,3]",0.999951
"y_rep[172,2]",0.999951
"y_rep[145,24]",0.999951
"prob_correct[27,9]",0.999951
"eta[131,6]",0.999951
"y_rep[194,28]",0.999951
"prob_correct[134,20]",0.999951
"eta[83,19]",0.999951
"y_rep[49,12]",0.999951
"prob_correct[131,6]",0.999951
"y_rep[99,9]",0.999951
"eta[21,19]",0.999951
"prob_correct[124,3]",0.999951
"eta[170,3]",0.999951
"prob_correct[99,1]",0.999951
"eta[27,9]",0.999951
"prob_correct[173,9]",0.999951
"y_rep[26,21]",0.999951
"y_rep[14,21]",0.999951
"prob_correct[83,19]",0.999951
"prob_correct[21,19]",0.999951
"y_rep[124,16]",0.999951
"eta[134,20]",0.999951
"prob_correct[110,28]",0.99995
"prob_correct[141,19]",0.99995
b[9],0.99995
"eta[132,1]",0.99995
"eta[86,1]",0.99995
"prob_correct[10,2]",0.99995
"y_rep[39,26]",0.99995
"prob_correct[86,1]",0.99995
"y_rep[7,21]",0.99995
"y_rep[11,21]",0.99995
"prob_correct[132,1]",0.99995
"y_rep[182,4]",0.99995
"y_rep[4,14]",0.99995
"y_rep[13,14]",0.99995
"y_rep[116,4]",0.99995
"y_rep[93,15]",0.99995
"eta[110,28]",0.99995
"y_rep[119,13]",0.99995
"eta[90,25]",0.99995
"eta[141,19]",0.99995
"prob_correct[90,25]",0.99995
"y_rep[197,23]",0.99995
"y_rep[67,14]",0.99995
"eta[10,2]",0.99995
"eta[198,25]",0.999949
"eta[75,19]",0.999949
"prob_correct[110,6]",0.999949
"eta[15,9]",0.999949
"prob_correct[198,25]",0.999949
"y_rep[147,5]",0.999949
"y_rep[117,13]",0.999949
"prob_correct[91,21]",0.999949
"eta[91,21]",0.999949
"eta[110,6]",0.999949
"prob_correct[34,19]",0.999949
"prob_correct[75,19]",0.999949
"y_rep[9,3]",0.999949
"prob_correct[148,6]",0.999949
"y_rep[90,27]",0.999949
"eta[139,19]",0.999949
"eta[148,6]",0.999949
"prob_correct[108,21]",0.999949
"y_rep[37,27]",0.999949
"prob_correct[139,19]",0.999949
"eta[34,19]",0.999949
"eta[108,21]",0.999949
"prob_correct[15,9]",0.999949
"y_rep[15,25]",0.999948
"prob_correct[170,17]",0.999948
"eta[170,17]",0.999948
"prob_correct[78,17]",0.999948
"prob_correct[166,25]",0.999948
"y_rep[75,5]",0.999948
"prob_correct[187,28]",0.999948
"eta[187,28]",0.999948
"prob_correct[39,6]",0.999948
"y_rep[155,12]",0.999948
"eta[78,17]",0.999948
"eta[39,6]",0.999948
"eta[109,1]",0.999948
"prob_correct[87,24]",0.999948
"y_rep[29,21]",0.999948
"y_rep[90,7]",0.999948
"prob_correct[109,1]",0.999948
"y_rep[180,12]",0.999948
"y_rep[142,8]",0.999948
"prob_correct[29,2]",0.999948
"eta[166,25]",0.999948
"y_rep[64,14]",0.999948
"eta[87,24]",0.999948
"y_rep[21,11]",0.999948
"eta[29,2]",0.999948
"y_rep[51,8]",0.999948
"y_rep[136,11]",0.999948
"eta[94,22]",0.999947
"eta[72,28]",0.999947
"eta[83,28]",0.999947
"y_rep[172,5]",0.999947
"prob_correct[72,28]",0.999947
"y_rep[70,20]",0.999947
"y_rep[112,27]",0.999947
"y_rep[198,1]",0.999947
"eta[32,22]",0.999947
"eta[67,17]",0.999947
"y_rep[44,4]",0.999947
"prob_correct[83,28]",0.999947
"prob_correct[67,17]",0.999947
"prob_correct[32,22]",0.999947
"prob_correct[94,22]",0.999947
"prob_correct[83,21]",0.999947
"prob_correct[186,18]",0.999947
"y_rep[123,27]",0.999947
"y_rep[32,8]",0.999947
"y_rep[116,12]",0.999947
"eta[83,21]",0.999947
"eta[186,18]",0.999947
"prob_correct[171,9]",0.999946
"y_rep[173,21]",0.999946
"y_rep[155,20]",0.999946
"y_rep[199,22]",0.999946
"y_rep[120,15]",0.999946
"y_rep[161,9]",0.999946
"y_rep[146,2]",0.999946
"eta[171,9]",0.999946
"prob_correct[173,6]",0.999945
"prob_correct[98,16]",0.999945
"y_rep[126,4]",0.999945
"prob_correct[196,6]",0.999945
"y_rep[25,12]",0.999945
"prob_correct[116,6]",0.999945
"y_rep[58,9]",0.999945
"eta[1,4]",0.999945
"eta[117,4]",0.999945
"prob_correct[172,18]",0.999945
"y_rep[60,8]",0.999945
"prob_correct[117,4]",0.999945
"eta[98,16]",0.999945
"y_rep[165,1]",0.999945
"y_rep[92,3]",0.999945
"y_rep[189,6]",0.999945
"y_rep[170,24]",0.999945
"eta[173,6]",0.999945
"eta[49,4]",0.999945
"prob_correct[70,20]",0.999945
"prob_correct[1,4]",0.999945
"y_rep[183,17]",0.999945
"eta[172,18]",0.999945
"eta[116,6]",0.999945
"y_rep[78,8]",0.999945
"eta[196,6]",0.999945
"prob_correct[49,4]",0.999945
"eta[70,20]",0.999945
"y_rep[50,25]",0.999945
"prob_correct[88,15]",0.999944
"y_rep[13,25]",0.999944
"y_rep[191,20]",0.999944
"eta[53,28]",0.999944
"eta[150,21]",0.999944
"eta[88,15]",0.999944
"prob_correct[24,26]",0.999944
"prob_correct[53,28]",0.999944
"eta[24,26]",0.999944
"eta[66,4]",0.999944
"y_rep[6,13]",0.999944
"prob_correct[66,4]",0.999944
"y_rep[19,18]",0.999944
"y_rep[170,21]",0.999944
"y_rep[143,16]",0.999944
"eta[196,1]",0.999944
"y_rep[134,11]",0.999944
"prob_correct[150,21]",0.999944
"prob_correct[196,1]",0.999944
"y_rep[29,24]",0.999944
"y_rep[74,18]",0.999943
"y_rep[98,17]",0.999943
"prob_correct[2,2]",0.999943
"y_rep[161,17]",0.999943
"eta[2,2]",0.999943
"prob_correct[58,15]",0.999943
"eta[109,13]",0.999943
"y_rep[12,15]",0.999943
"y_rep[146,10]",0.999943
"prob_correct[109,13]",0.999943
